"","","","","",""
"22P35A0328","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0328","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0328","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0328","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0328","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0328","R203103B","INDUSTRIAL ROBOTICS","24","C","3"
"22P35A0328","R203103H","OPERATIONS RESEARCH","25","D","3"
"22P35A0329","R2031031","THERMAL ENGINEERING-II","17","C","3"
"22P35A0329","R2031032","DESIGN OF MACHINE MEMBERS-I","23","E","3"
"22P35A0329","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"22P35A0329","R2031034","MACHINE TOOLS LAB","14","A","1.5"
"22P35A0329","R2031035","THERMAL ENGINEERING LAB","11","A","1.5"
"22P35A0329","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0329","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0329","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0329","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0329","R203103H","OPERATIONS RESEARCH","20","E","3"
"22P35A0330","R2031031","THERMAL ENGINEERING-II","18","F","0"
"22P35A0330","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"22P35A0330","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"22P35A0330","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0330","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0330","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0330","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0330","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0330","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"22P35A0330","R203103H","OPERATIONS RESEARCH","24","C","3"
"22P35A0331","R2031031","THERMAL ENGINEERING-II","16","D","3"
"22P35A0331","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"22P35A0331","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"22P35A0331","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0331","R2031035","THERMAL ENGINEERING LAB","11","A","1.5"
"22P35A0331","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"22P35A0331","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0331","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0331","R203103B","INDUSTRIAL ROBOTICS","18","E","3"
"22P35A0331","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0332","R2031031","THERMAL ENGINEERING-II","18","E","3"
"22P35A0332","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"22P35A0332","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","F","0"
"22P35A0332","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0332","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0332","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0332","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0332","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0332","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"22P35A0332","R203103H","OPERATIONS RESEARCH","18","E","3"
"22P35A0333","R2031031","THERMAL ENGINEERING-II","19","D","3"
"22P35A0333","R2031032","DESIGN OF MACHINE MEMBERS-I","23","D","3"
"22P35A0333","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","D","3"
"22P35A0333","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0333","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0333","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0333","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0333","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0333","R203103B","INDUSTRIAL ROBOTICS","21","F","0"
"22P35A0333","R203103H","OPERATIONS RESEARCH","23","D","3"
"22P35A0334","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0334","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0334","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","C","3"
"22P35A0334","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0334","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0334","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0334","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0334","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0334","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0334","R203103H","OPERATIONS RESEARCH","26","C","3"
"22P35A0335","R2031031","THERMAL ENGINEERING-II","21","F","0"
"22P35A0335","R2031032","DESIGN OF MACHINE MEMBERS-I","24","F","0"
"22P35A0335","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0335","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0335","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0335","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0335","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0335","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0335","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0335","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0336","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0336","R2031032","DESIGN OF MACHINE MEMBERS-I","25","D","3"
"22P35A0336","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0336","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0336","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0336","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0336","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0336","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0336","R203103B","INDUSTRIAL ROBOTICS","23","C","3"
"22P35A0336","R203103H","OPERATIONS RESEARCH","23","E","3"
"22P35A0337","R2031031","THERMAL ENGINEERING-II","23","C","3"
"22P35A0337","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"22P35A0337","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"22P35A0337","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0337","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0337","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0337","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","23","COMPLE","0"
"22P35A0337","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0337","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0337","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0338","R2031031","THERMAL ENGINEERING-II","19","E","3"
"22P35A0338","R2031032","DESIGN OF MACHINE MEMBERS-I","22","E","3"
"22P35A0338","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","D","3"
"22P35A0338","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0338","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0338","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0338","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","19","COMPLE","0"
"22P35A0338","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0338","R203103B","INDUSTRIAL ROBOTICS","21","F","0"
"22P35A0338","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0339","R2031031","THERMAL ENGINEERING-II","20","F","0"
"22P35A0339","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"22P35A0339","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0339","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0339","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0339","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0339","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","23","COMPLE","0"
"22P35A0339","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0339","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"22P35A0339","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0340","R2031031","THERMAL ENGINEERING-II","19","E","3"
"22P35A0340","R2031032","DESIGN OF MACHINE MEMBERS-I","18","E","3"
"22P35A0340","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","E","3"
"22P35A0340","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0340","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0340","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0340","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","22","COMPLE","0"
"22P35A0340","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0340","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"22P35A0340","R203103H","OPERATIONS RESEARCH","21","D","3"
"22P35A0341","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0341","R2031032","DESIGN OF MACHINE MEMBERS-I","22","E","3"
"22P35A0341","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","E","3"
"22P35A0341","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0341","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0341","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0341","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","21","COMPLE","0"
"22P35A0341","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0341","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"22P35A0341","R203103H","OPERATIONS RESEARCH","25","E","3"
"22P35A0342","R2031031","THERMAL ENGINEERING-II","20","E","3"
"22P35A0342","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"22P35A0342","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0342","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0342","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0342","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0342","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"22P35A0342","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0342","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0342","R203103H","OPERATIONS RESEARCH","24","C","3"
"22P35A0343","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0343","R2031032","DESIGN OF MACHINE MEMBERS-I","24","C","3"
"22P35A0343","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","B","3"
"22P35A0343","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0343","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0343","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0343","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0343","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0343","R203103B","INDUSTRIAL ROBOTICS","20","C","3"
"22P35A0343","R203103H","OPERATIONS RESEARCH","24","A","3"
"22P35A0344","R2031031","THERMAL ENGINEERING-II","21","E","3"
"22P35A0344","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"22P35A0344","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"22P35A0344","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0344","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0344","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0344","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0344","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0344","R203103B","INDUSTRIAL ROBOTICS","19","D","3"
"22P35A0344","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0345","R2031031","THERMAL ENGINEERING-II","24","C","3"
"22P35A0345","R2031032","DESIGN OF MACHINE MEMBERS-I","23","E","3"
"22P35A0345","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","D","3"
"22P35A0345","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0345","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0345","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0345","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0345","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0345","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0345","R203103H","OPERATIONS RESEARCH","22","E","3"
"22P35A0346","R2031031","THERMAL ENGINEERING-II","22","F","0"
"22P35A0346","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"22P35A0346","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0346","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0346","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0346","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0346","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0346","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0346","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0346","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0347","R2031031","THERMAL ENGINEERING-II","20","E","3"
"22P35A0347","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"22P35A0347","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","E","3"
"22P35A0347","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0347","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0347","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0347","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","22","COMPLE","0"
"22P35A0347","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0347","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"22P35A0347","R203103H","OPERATIONS RESEARCH","19","F","0"
"22P35A0348","R2031031","THERMAL ENGINEERING-II","24","D","3"
"22P35A0348","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"22P35A0348","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0348","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0348","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0348","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0348","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","22","COMPLE","0"
"22P35A0348","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0348","R203103B","INDUSTRIAL ROBOTICS","19","D","3"
"22P35A0348","R203103H","OPERATIONS RESEARCH","25","D","3"
"22P35A0349","R2031031","THERMAL ENGINEERING-II","21","B","3"
"22P35A0349","R2031032","DESIGN OF MACHINE MEMBERS-I","22","E","3"
"22P35A0349","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"22P35A0349","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0349","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0349","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0349","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0349","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0349","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0349","R203103H","OPERATIONS RESEARCH","23","D","3"
"22P35A0350","R2031031","THERMAL ENGINEERING-II","15","E","3"
"22P35A0350","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"22P35A0350","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"22P35A0350","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0350","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0350","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0350","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","16","COMPLE","0"
"22P35A0350","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0350","R203103B","INDUSTRIAL ROBOTICS","20","D","3"
"22P35A0350","R203103H","OPERATIONS RESEARCH","21","C","3"
"22P35A0351","R2031031","THERMAL ENGINEERING-II","20","F","0"
"22P35A0351","R2031032","DESIGN OF MACHINE MEMBERS-I","24","C","3"
"22P35A0351","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0351","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0351","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0351","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0351","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"22P35A0351","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0351","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0351","R203103H","OPERATIONS RESEARCH","24","A","3"
"22P35A0352","R2031031","THERMAL ENGINEERING-II","19","E","3"
"22P35A0352","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"22P35A0352","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","D","3"
"22P35A0352","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0352","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0352","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0352","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0352","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0352","R203103B","INDUSTRIAL ROBOTICS","20","D","3"
"22P35A0352","R203103H","OPERATIONS RESEARCH","23","E","3"
"22P35A0353","R2031031","THERMAL ENGINEERING-II","17","D","3"
"22P35A0353","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"22P35A0353","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","27","C","3"
"22P35A0353","R2031034","MACHINE TOOLS LAB","12","A+","1.5"
"22P35A0353","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0353","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0353","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0353","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0353","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"22P35A0353","R203103H","OPERATIONS RESEARCH","26","F","0"
"22P35A0354","R2031031","THERMAL ENGINEERING-II","16","F","0"
"22P35A0354","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"22P35A0354","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","F","0"
"22P35A0354","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0354","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0354","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0354","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0354","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0354","R203103B","INDUSTRIAL ROBOTICS","21","F","0"
"22P35A0354","R203103H","OPERATIONS RESEARCH","22","F","0"
"22P35A0355","R2031031","THERMAL ENGINEERING-II","19","D","3"
"22P35A0355","R2031032","DESIGN OF MACHINE MEMBERS-I","20","C","3"
"22P35A0355","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","D","3"
"22P35A0355","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0355","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0355","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"22P35A0355","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0355","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0355","R203103B","INDUSTRIAL ROBOTICS","21","C","3"
"22P35A0355","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0356","R2031031","THERMAL ENGINEERING-II","13","F","0"
"22P35A0356","R2031032","DESIGN OF MACHINE MEMBERS-I","15","F","0"
"22P35A0356","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","E","3"
"22P35A0356","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0356","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0356","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0356","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0356","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0356","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"22P35A0356","R203103H","OPERATIONS RESEARCH","23","F","0"
"22P35A0357","R2031031","THERMAL ENGINEERING-II","16","E","3"
"22P35A0357","R2031032","DESIGN OF MACHINE MEMBERS-I","15","E","3"
"22P35A0357","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","D","3"
"22P35A0357","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0357","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0357","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0357","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0357","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0357","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"22P35A0357","R203103H","OPERATIONS RESEARCH","23","F","0"
"22P35A0358","R2031031","THERMAL ENGINEERING-II","17","E","3"
"22P35A0358","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"22P35A0358","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0358","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0358","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0358","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0358","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0358","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0358","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"22P35A0358","R203103H","OPERATIONS RESEARCH","22","E","3"
"22P35A0359","R2031031","THERMAL ENGINEERING-II","17","E","3"
"22P35A0359","R2031032","DESIGN OF MACHINE MEMBERS-I","20","D","3"
"22P35A0359","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0359","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0359","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0359","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0359","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0359","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0359","R203103B","INDUSTRIAL ROBOTICS","19","E","3"
"22P35A0359","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0360","R2031031","THERMAL ENGINEERING-II","22","C","3"
"22P35A0360","R2031032","DESIGN OF MACHINE MEMBERS-I","20","D","3"
